director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,language
bruce macdonald,cheryl ladd,adventure|biography|drama|romance,rachel hendrix,the perfect wave,diana vickers,english
timur bekmambetov,ayelet zurer,adventure|drama|history,morgan freeman,ben-hur,moises arias,english
fred zinnemann,susannah york,biography|drama|history,robert shaw,a man for all seasons,paul scofield,english
sidney lumet,faye dunaway,drama|romance,robert duvall,network,william holden,english
victor fleming,george reeves,drama|history|romance|war,hattie mcdaniel,gone with the wind,thomas mitchell,english
richard raymond,reece ritchie,biography|drama,tom cullen,desert dancer,marama corlett,english
sam peckinpah,slim pickens,adventure|war|western,james coburn,major dundee,warren oates,english
alan jacobs,laz alonso,drama,snoop dogg,down for life,nicholas gonzalez,english
george sidney,howard keel,biography|comedy|musical|romance|western,keenan wynn,annie get your gun,betty hutton,english
christopher morris,riz ahmed,comedy|crime|drama,kayvan novak,four lions,alex macqueen,english
andrucha waddington,seu jorge,drama,fernanda montenegro,house of sand,fernanda torres,portuguese
peter stebbings,tony nappo,comedy|crime|drama,michael kelly,defendor,charlotte sullivan,english
vincente minnelli,reginald owen,adventure|comedy|musical|romance,gladys cooper,the pirate,ellen ross,english
dagur kári,susan blommaert,drama,alice olivia clarke,the good heart,stephen henderson,english
nicholas hytner,russell tovey,comedy|drama,dominic cooper,the history boys,james corden,english
jaume collet-serra,frank langella,action|mystery|thriller,liam neeson,unknown,aidan quinn,english
,jamie farr,comedy|drama|war,david ogden stiers,m*a*s*h,mike farrell,english
john schlesinger,barnard hughes,drama,brenda vaccaro,midnight cowboy,john mcgiver,english
peter cattaneo,mark addy,comedy|drama|music,tom wilkinson,the full monty,lesley sharp,english
jim abrahams,lloyd bridges,comedy,peter graves,airplane!,barbara billingsley,english
kevin carraway,max ryan,action|thriller,michael jai white,chain of command,jon osbeck,english
f. gary gray,john witherspoon,comedy|drama,nia long,friday,tony cox,english
albert hughes,larenz tate,crime|drama|thriller,jada pinkett smith,menace ii society,khandi alexander,english
,gabourey sidibe,drama|music,ta'rhonda jones,empire,malik yoba,english
michael gornick,holt mccallany,comedy|fantasy|horror|thriller,george kennedy,creepshow 2,dorothy lamour,english
sam peckinpah,jason robards,comedy|drama|romance|western,slim pickens,the ballad of cable hogue,l.q. jones,english
richard brooks,robert blake,biography|crime|drama|history,john forsythe,in cold blood,will geer,english
fred zinnemann,peter finch,drama,colleen dewhurst,the nun's story,beatrice straight,english
jack smight,robert wagner,action|crime|drama|mystery|thriller,janet leigh,harper,shelley winters,english
alfred hitchcock,jean marsh,thriller,bernard cribbins,frenzy,clive swift,english
robert eggers,kate dickie,horror|mystery,julian richings,the witch,ralph ineson,english
michael martin,master p,comedy,joe estevez,i got the hook up,anthony johnson,english
edward burns,frank vincent,comedy|drama|romance,john mahoney,she's the one,michael mcglone,english
bill condon,lynn redgrave,biography|drama,brendan fraser,gods and monsters,kevin j. o'connor,english
juan josé campanella,soledad villamil,drama|mystery|thriller,ricardo darín,the secret in their eyes,guillermo francella,spanish
george a. romero,john amplas,horror,greg nicotero,day of the dead,joseph pilato,english
gideon raff,gloria votsis,horror|thriller,gideon emery,train,derek magyar,english
sam raimi,dan hicks,comedy|fantasy|horror|thriller,ted raimi,evil dead ii,kassie wesley depaiva,english
louis c.k.,j.b. smoove,action|adventure|comedy|musical,wanda sykes,pootie tang,robert vaughn,english
anthony c. ferrante,john heard,horror,ian ziering,sharknado,cassandra scerbo,english
salvador carrasco,zaide silvia gutiérrez,drama|history,elpidia carrillo,la otra conquista,damián delgado,spanish
andré Øvredal,johanna mørck,comedy|drama|fantasy|horror,otto jespersen,trollhunter,glenn erland tosterud,norwegian
robert cary,fred willard,comedy|romance,frances conroy,ira & abby,kevin sussman,english
akiva schaffer,nicholas braun,action|comedy|sci-fi,will forte,the watch,rosemarie dewitt,english
adam rapp,will ferrell,comedy|drama,zooey deschanel,winter passing,dallas roberts,english
angela robinson,geoff stults,action|comedy|romance,jordana brewster,d.e.b.s.,scoot mcnairy,english
warren p. sonoda,mykel shannon jenkins,action|biography|crime|drama|family|fantasy,diahann carroll,the masked saint,lara jean chorostecki,english
amanda gusack,christian campbell,crime|drama|mystery|thriller,alice krige,the betrayed,blaine anderson,english
avi nesher,elizabeth berkley,action|comedy|crime|thriller,fisher stevens,taxman,robert townsend,english
,ash cook,drama|thriller,james nesbitt,the secret,genevieve o'reilly,english
charles adelman,kevin pollak,horror|thriller,teri polo,2:13,jere burns,english
jay oliva,mark valley,action|animation|crime|sci-fi|thriller,michael emerson,"batman: the dark knight returns, part 2",grey griffin,english
charles ferguson,jerry brown,documentary,jane goodall,time to choose,peter agnefjall,english
uwe boll,shelly varod,action|adventure|fantasy|thriller,bashar rahal,in the name of the king: the last job,ralitsa paskaleva,english
mark young,jake busey,action|crime|drama|thriller,alexa penavega,wicked blood,lew temple,english
daniel petrie jr.,jeff fahey,drama|thriller,chris brochu,dawn patrol,rita wilson,english
antonio simoncini,joe egan,crime|mystery|thriller,ray winstone,lords of london,glen murphy,english
mel brooks,harvey korman,comedy,madeline kahn,high anxiety,dick van patten,english
luc jacquet,sofie gråbøl,documentary,morgan freeman,march of the penguins,romane bohringer,french
j.c. chandor,demi moore,biography|drama|thriller,kevin spacey,margin call,ashley williams,english
eldar rapaport,adrian gonzalez,drama|romance,murray bartlett,august,edward conna,english
clark gregg,matt gerald,comedy|drama,anjelica huston,choke,jonah bobo,english
damien chazelle,melissa benoist,drama|music,j.k. simmons,whiplash,chris mulkey,english
fernando meirelles,seu jorge,crime|drama,alice braga,city of god,alexandre rodrigues,portuguese
justin kerrigan,john simm,comedy|music,danny dyer,human traffic,shaun parkes,english
nathan frankowski,rus blackwell,biography|drama|music,corbin bleu,day one,luis antonio,english
karen moncrieff,bruce davison,crime|drama|mystery,james franco,the dead girl,piper laurie,english
thomas vinterberg,alexandra rapaport,drama,thomas bo larsen,the hunt,hana shuan,danish
bob clark,darren mcgavin,comedy|family,zack ward,a christmas story,scott schwartz,english
alejandro monteverde,ramon rodriguez,drama|romance,armando riesco,bella,eduardo verástegui,english
mark l. lester,perry king,action|crime|drama|thriller,roddy mcdowall,class of 1984,timothy van patten,english
jennifer finnigan,kenan thompson,comedy,geoff stults,the opposite sex,josh hopkins,english
eric styles,rupert graves,drama|romance,samantha morton,dreaming of joseph lees,miriam margolyes,english
laurent cantet,agame malembo-emene,drama,françois bégaudeau,the class,angélica sancio,french
roman polanski,mia farrow,drama|horror,john cassavetes,rosemary's baby,charles grodin,english
john ford,woody strode,drama|western,lee marvin,the man who shot liberty valance,vera miles,english
max mayer,terry walters,drama|romance,peter gallagher,adam,amy irving,english
joshua marston,wilson guerrero,crime|drama,catalina sandino moreno,maria full of grace,yenny paola vega,spanish
mike mills,lou taylor pucci,comedy|drama|romance,goran visnjic,beginners,mary page keller,english
john gulager,eric dane,action|comedy|horror|thriller,krista allen,feast,henry rollins,english
john landis,karen allen,comedy,john belushi,animal house,tim matheson,english
guy hamilton,gert fröbe,action|adventure|thriller,honor blackman,goldfinger,lois maxwell,english
brandon cronenberg,douglas smith,horror|sci-fi|thriller,sarah gadon,antiviral,caleb landry jones,english
frank capra,lionel barrymore,drama|family|fantasy|romance,donna reed,it's a wonderful life,thomas mitchell,english
danny boyle,shirley henderson,drama,kelly macdonald,trainspotting,ewen bremner,english
spike lee,cedric the entertainer,comedy|documentary,bernie mac,the original kings of comedy,steve harvey,english
tod williams,molly ephraim,horror,sprague grayden,paranormal activity 2,micah sloat,english
kirk jones,david kelly,comedy,james nesbitt,waking ned devine,fionnula flanagan,english
michael moore,dick clark,crime|documentary|drama,michael moore,bowling for columbine,bill clinton,english
yimou zhang,daoming chen,drama,li gong,coming home,ni yan,mandarin
jack sholder,robert rusler,fantasy|horror,clu gulager,a nightmare on elm street 2: freddy's revenge,marshall bell,english
james ivory,rupert graves,drama|romance,julian sands,a room with a view,denholm elliott,english
james demonaco,adelaide kane,horror|sci-fi|thriller,rhys wakefield,the purge,chris mulkey,english
scott derrickson,victoria leigh,horror|mystery,danielle kotch,sinister,james ransone,english
david raynr,mikki padilla,biography|comedy|documentary,nancy o'dell,martin lawrence live: runteldat,dayna devon,english
richard brooks,judith anderson,drama|romance,burl ives,cat on a hot tin roof,jack carson,english
ted post,gregory sierra,action|adventure|sci-fi,linda harrison,beneath the planet of the apes,victor buono,english
charles martin smith,bill cobbs,comedy|drama|family|sport,kevin zegers,air bud,michael jeter,english
kunihiko yuyama,eric stuart,action|adventure|animation|family|fantasy|sci-fi,veronica taylor,pokémon 3: the movie,lisa ortiz,japanese
tom mcloughlin,ron palillo,horror|thriller,tony goldwyn,jason lives: friday the 13th part vi,vincent guastaferro,english
david lean,sessue hayakawa,adventure|drama|war,william holden,the bridge on the river kwai,jack hawkins,english
patrick read johnson,royal dano,adventure|comedy|sci-fi,ariana richards,spaced invaders,tonya lee williams,english
alfred hitchcock,bruce dern,comedy|thriller,ed lauter,family plot,william devane,english
billy wilder,ray walston,comedy|drama|romance,fred macmurray,the apartment,david white,english
adam marcus,leslie jordan,fantasy|horror|thriller,kane hodder,jason goes to hell: the final friday,erin gray,english
alfred hitchcock,lila kedrova,thriller,tamara toumanova,torn curtain,david opatoshu,english
michel gondry,dave chappelle,comedy|documentary|music,common,dave chappelle's block party,lauryn hill,english
john maclean,kodi smit-mcphee,western,michael fassbender,slow west,ben mendelsohn,english
michael schultz,lisagay hamilton,comedy|drama|music,blair underwood,krush groove,bobby brown,english
benny boom,donald faison,action|comedy|crime,omari hardwick,next day air,mike epps,english
richard brooks,jean simmons,drama,shirley jones,elmer gantry,edward andrews,english
stanley kramer,montgomery clift,drama|war,maximilian schell,judgment at nuremberg,spencer tracy,english
david raynr,deon richmond,comedy,donald faison,trippin',countess vaughn,english
,seth green,animation|comedy,matthew senreich,robot chicken,breckin meyer,english
howard hawks,walter brennan,action|adventure|romance|western,montgomery clift,red river,harry carey jr.,english
nnegest likké,jimmy jean-louis,comedy,mo'nique,phat girlz,joyful drake,english
richard linklater,ariane labed,drama|romance,seamus davey-fitzpatrick,before midnight,athina rachel tsangari,english
christopher leitch,robert neary,comedy|fantasy,john astin,teen wolf too,kim darby,english
don coscarelli,a. michael baldwin,action|fantasy|horror|sci-fi|thriller,angus scrimm,phantasm ii,james le gros,english
michael schultz,kimberly elise,drama,loretta devine,woman thou art loosed,clifton powell,english
patricia cardoso,lupe ontiveros,comedy|drama,america ferrera,real women have curves,george lopez,english
,jessica de gouw,drama|war,rachel griffiths,deadline gallipoli,luke ford,english
deepa mehta,lisa ray,drama|romance,john abraham,water,seema biswas,hindi
damien o'donnell,jimi mistry,comedy|drama,archie panjabi,east is east,om puri,english
peter m. cohen,brian van holt,comedy|romance,callie thorne,whipped,david heyman,english
mira nair,sarita choudhury,crime|drama|history|romance,indira varma,kama sutra: a tale of love,rekha,english
nicole holofcener,thomas ian nicholas,comedy|drama,oliver platt,please give,ann morgan guilbert,english
mel stuart,jack albertson,family|fantasy|musical,peter ostrum,willy wonka & the chocolate factory,julie dawn cole,english
anthony hickox,zach galligan,fantasy|horror,julian sands,warlock: the armageddon,paula marshall,english
tom schulman,george hamilton,comedy|crime,kristy swanson,8 heads in a duffel bag,dyan cannon,english
terrence malick,stuart margolin,drama|romance,sam shepard,days of heaven,richard libertini,english
jill sprecher,rob mcelhenney,drama,matthew mcconaughey,thirteen conversations about one thing,amy irving,english
darren stein,judy greer,comedy|crime|thriller,julie benz,jawbreaker,jeff conaway,english
julian schnabel,michael wincott,biography|drama,gary oldman,basquiat,courtney love,english
